1,IAEA chief hopes Iran suspend enrichment process,"The International Atomic Energy Agency (IAEA) head, Mohammad ElBaradei, on Monday expressed his hope that suspension of uranium enrichment will be included in the preliminary Iran-EU agreement."
1,Fidel Castro Greets Venezuela's Chavez (AP),"AP - Fidel Castro appears to be recovering well after shattering his left kneecap and breaking his right arm in a fall last month, Venezuelan President Hugo Chavez said after visiting the Cuban leader."
1,"Egypt, Israel Ink Trade Deal with US","Israel, Egypt, and the United States signed a trade agreement that a senior US official called the most significant trade pact between Egypt and Israel in the past 20 years."
1,Sudan Rejects Revised U.N. Darfur Resolution, CAIRO (Reuters) - Sudan's foreign minister rejected  Wednesday a revised U.N. Security Council draft resolution  threatening to consider sanctions on Sudan and said it had  complicated talks on Darfur between rebels and Khartoum.
1,"Bush May Mean Near-Term Gain, Later Pain for Blair",British Prime Minister Tony Blair may be relieved at Iraq ally George W. Bush #39;s re-election but analysts and politicians say any near-term gain could soon give way to problems 
1,"Communism, capitalism forge throngs in Bucharest","BUCHAREST, Romania -- No parking spaces. Crippling traffic jams. Sky-high rents. Is this London, Rome, or Athens? No, it's Bucharest, where communism and capitalism have conspired to make it Europe's most crowded capital."
1,Sharon opens Gaza debate,Israeli Prime Minister Ariel Sharon asked Parliament to approve a unilateral Israeli withdrawal from the Gaza Strip and parts of the West Bank in a turbulent session on Monday.
1,Germany has no plans to change its Iraq policy: Schroeder (AFP),"AFP - German Chancellor Gerhard Schroeder renewed his firm opposition to deploying troops to Iraq, a spokesman said, slapping down hints at a change in policy from his defense minister."
1,BA plane diverted after hoax,Dutch police have given the  quot;all-clear quot; to a British Airways flight from Berlin to London which was diverted to Amsterdam #39;s Schiphol airport with a Dutch fighter jet escort because of a bomb threat.
1,Eight Terror Suspects Face British Charges,"LONDON - Two of the suspects allegedly had surveillance plans of the Prudential Building in Newark, N.J., mentioned in the Aug. 1 U.S..."
1,MOFA says cross-strait issue misinterpreted,Minister of Foreign Affairs Mark Chen () yesterday blamed the uneven levels of democratization in Singapore and Taiwan for Prime Minister Lee Hsien Loong #39;s () refusal on Sunday to support Taiwan if it provoked cross-strait conflict over 
1,Ivory Coast Rebel Chief Brands Gbagbo War Criminal (Reuters),Reuters - Ivory Coast's rebel chief said on\Thursday he wanted President Laurent Gbagbo charged with war\crimes as the West African country's leader called on thousands\of foreigners who fled mob violence to return.
1,"Ch #225;vez declares referendum victory, but is battle over?","With record turnout, Venezuela's president survives a recall vote, but opponents claim fraud."
1,Argentine Political Exile Wins Claim for Damages," BUENOS AIRES, Argentina (Reuters) - Argentina's Supreme  Court ruled for the first time on Thursday that someone who  fled the country fearing political persecution during the 1970s  ""dirty war"" should receive damages from the government."
1,Powell Acknowledges Signs of NK #39;s Missile Test,Following recent reports indicating that North Korea may be preparing to test fire a missile intelligence agencies worldwide are keeping tabs on the latest information.
1,Jordan Indicts Al-Zarqawi in Conspiracy,"AMMAN, Jordan - Jordan's military prosecutor indicted 13 alleged Muslim militants Sunday, including Abu-Musab al-Zarqawi - one of the most wanted insurgents in Iraq - for an al-Qaida linked plot to attack targets in Jordan with chemical and conventional weapons, officials said Sunday.    Al-Zarqawi and three others from the group remain at large and will be tried in absentia, officials said..."
1,Nigerian Oil Delta Rebel Awaits 11th Hour Talks, ABUJA (Reuters) - A rebel fighting for autonomy in  Nigeria's oil-producing Niger Delta arrived in the capital for  talks with President Olusegun Obasanjo on Wednesday on terms to  end violence that helped to push crude prices to record highs.
1,Bosnia refugee returns reach one million - UN,"One million Bosnians, about 45 percent of those who fled during the 1992-5 war, have returned to their homes, the UN refugee agency said on Tuesday."
1,Social Security a Priority for White House (AP),AP - THE PROBLEM: Social Security faces a  #36;3.7 trillion shortfall over 75 years.
1,"Grief, Rage in Argentine Protest Over Fatal Fire"," BUENOS AIRES, Argentina (Reuters) - Thousands of Argentines  mourning almost 200 young victims of a rock club fire took to  the streets of Buenos Aires on Monday in angry protest over the  government's safety standards, as the city mayor resisted  pressure to resign."
1,Spice Isle in ruins,"BRIDGETOWN, Barbados - There are reports that at least 12 people were killed and 90 per cent of all homes in Grenada have been destroyed by Hurricane Ivan which has left  quot;incalculable destruction quot; in the Caribbean  #39;Isle of Spice #39;."
1,Canadians protest against Bush visit,THOUSANDS of Canadians have taken to the streets in protest as US President George Bush began his first official visit to the country.
1,Judge Rules Rumsfeld Cannot be Forced to Testify on Abu Ghraib &lt;b&gt;...&lt;/b&gt;,A US military judge has ruled that Defense Secretary Donald Rumsfeld cannot be forced to testify in the court-martial of an Army reservist charged with abusing inmates at Iraq #39;s Abu Ghraib prison.
1,Germany Rejects Speculation That Iraq Policy May Change,"German officials today reaffirmed their policy of not contributing troops to the American-led coalition in Iraq and rejected speculation, prompted by a remark by the "
1,"Holiday Pals Berlusconi, Blair Cement Ties","With a bandanna on his head and a grin on his cheeks, Italy #39;s flamboyant Premier Silvio Berlusconi has been playing vacation host to Britain #39;s Tony Blair in Sardinia, an unlikely holiday coupling that highlights an Italian-British alliance ..."
1,Turkey passes penal code aimed at clearing way for EU,TURKEYS parliament met in emergency session yesterday to approve an urgent package of reforms expected to boost the countrys chances of starting membership talks with the European Union.
1,Iraqi cleric urges march to Najaf,"Iraq #39;s most respected Shia cleric, Grand Ayatollah Ali al-Sistani, made a dramatic return to the country Wednesday and urged all Iraqi Muslims to join him on a march to the "
1,Nigerian Senate Orders Shell Unit to Pay (AP),"AP - Nigeria's Senate has ordered a subsidiary of petroleum giant Royal/Dutch Shell to pay a Nigerian ethnic group  #36;1.5 billion for oil spills in their homelands, but the legislative body can't enforce the resolution, an official said Wednesday."
1,U.S. Official: Lebanese Govt. 'Made in Damascus' (Reuters),"Reuters - Lebanon's new government was ""made in\Damascus"" in defiance of a U.N. resolution calling for an end\to Syria's interference in Lebanese affairs, a senior U.S.\official was quoted on Wednesday as saying."
1,Swiss Blocks Accounts in Oil Co. Probe (AP),"AP - Swiss justice authorities have blocked bank accounts containing  #36;100 million in an investigation of an alleged bribery scandal tied to a subsidiary of Halliburton Co., the oil services company formerly headed by U.S. Vice President Dick Cheney."
1,Survey: Format Influenced Voter Priorities (AP),AP - This presidential election has been described by many as one in which morality mattered most to voters. But that perception may be driven at least partially by how pollsters asked voters about their priority issues.
1,Palestinian killed on intifada anniversary,"JENIN, West Bank : A Palestinian was killed by Israeli fire as the Palestinian uprising entered its fifth year. Saleh Bilalu, a 47-year-old mentally ill man, was killed in Jenin after he violated an Israeli "
1,"Who's Behind the Gold Medalist's Mask? Gosh, an American!","Mariel Zagunis crushed Tan Xue of China, 15-9, in the final of the women's saber Tuesday, earning the first American gold in a recognized fencing event."
1,Arafat #39;s succession turns into power struggle,"ISN SECURITY WATCH (15/11/04) - The new head of the Palestinian Liberation Organization (PLO), Mahmoud Abbas, escaped unharmed Sunday when militants burst into a mourning tent for the late Yasser Arafat firing assault rifles, killing two security guards "
